,Chapter,Test Case,hash,Type,Date,Status,up_date,part,_merge,node
1105,9.12.73,Far East Roamer: OPPS,97300b9d875be6a9310107cea8932dda,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1106,9.12.74,Far East Roamer: TPPS,f81abb4df7602386541df1d7b80404f0,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1107,9.12.75,Far East Roamer: OPPS to PSTN,7529fb9a315c298716e9d149d9ce29a1,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1108,9.12.76,Far East Roamer: TPPS from PSTN,3fdb807bd01e76d396f1b8e09f0132a8,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1109,9.12.77,Far East Roamer: Call to VMS 0600,f5130c803f82499e8544bf9d45a912b1,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1110,9.12.78,Far East Roamer: CFNRC Call to VMS,bb9fbf71a478a91d85eb8e769c3af3ae,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1111,9.12.79,Far East Roamer: CFNRY Call to PSTN,88c010bb937490e0538a8a9cc41d9441,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1112,9.12.80,Far East Roamer: CFU Call,796702f8a3d7247f702a17b3b23e49b6,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1113,9.13.1,Location Update with USIM,57a3061930625af99195891e9e561fb2,Compact & Cluster,2023-08-18 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1114,9.13.2,Location Update with SIM,250698bfa621bab560aef5d52d51de49,Compact & Cluster,2023-08-18 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1115,9.14.1,B Numbering trigger (DCF and INAP),d544ab02530940d46c43ea00a73d59d3,Compact & Cluster,2022-01-01 00:00:00,TBD,2023-9-19,Traffic,both,VS10SRT
1116,9.14.2,B Numbering trigger (ANTIFRAUD),46b4aa3d8f8ff5d7beeb3d0e38c36761,Compact & Cluster,2022-01-01 00:00:00,TBD,2023-9-19,Traffic,both,VS10SRT
1117,9.15.1,Combined Attach procedure (UE Mode “Auto”),120ae360daecd24b580b71f9f2766bbc,Compact & Cluster,2023-08-30 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1118,9.15.3,MT SMS to UE,422b918551de2b3a8420e244ad8cbdfc,Compact & Cluster,2023-08-30 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1119,9.15.5,MO SMS from UE,68780ae1e137c56b0ab6bbd9b6ff4168,Compact & Cluster,2023-08-30 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1120,9.15.7,MO USSD from UE,09052bec12b5e5bb01ffc2e21c608278,Compact & Cluster,2023-08-30 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1121,9.15.8,Network Initiated USSD,3b876ed0c1f2df7b15b16bb2df47048b,Compact & Cluster,2023-08-30 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1122,9.15.10,MT call in Idle Mode (CSFB to 2G),2db4d8d00327ed2c94d70d60680659ce,Compact & Cluster,2023-09-04 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1123,9.15.12,MO call in Idle Mode (CSFB to 2G),658705a7da0c191929a5aaedd5c91915,Compact & Cluster,2023-09-04 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1124,9.16.1,CS->VoLTE MT Call with RBT,0bd0e673df4c14cae45a11fac30c530b,Compact & Cluster,2023-09-05 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1125,9.16.2,CS->VoLTE MT Call with HOLD and MPTY,8f291bbaa265cd86a54d3c964fb94448,Compact & Cluster,2023-09-05 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1126,9.16.3,VoLTE->PLMN MO Call,12752171013c76a3d84cb6e57be5d442,Compact & Cluster,2023-09-05 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1127,9.16.4,"CS->VoLTE MT Call with Brakeout, CFNRY ",bdcfa75c774810643a0edefe05cfe05b,Compact & Cluster,2023-09-15 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1128,9.16.5,"CS->VoLTE MT Call with Brakeout, + HOLD and MPTY",09a73ccc6c44e672d992efd585eec7cf,Compact & Cluster,2023-09-15 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1129,9.16.6,VoLTE->PSTN MO Call with SRVCC,a78a340c031f1d588ea248631b551939,Compact & Cluster,2022-01-01 00:00:00,TBD,2023-9-19,Traffic,both,VS10SRT
1130,9.16.7,CS->VoLTE MT Call  + RBT with SRVCC At allerting state,0bd0119b2e43e255a6c64410c913cf27,Compact & Cluster,2022-01-01 00:00:00,TBD,2023-9-19,Traffic,both,VS10SRT
1131,9.16.8,Alternative routing when SIP peer is unreachable,465a6f08b5e15162b3f2f82b5799254a,Compact & Cluster,2022-01-01 00:00:00,TBD,2023-9-19,Traffic,both,VS10SRT
1132,10.1.1,UE to 0611 NordWest (9052299154),ce3c65776d2f4ff24228ded53a2490ef,Compact & Cluster,2023-08-21 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1133,10.1.1,UE to 0611 NordWest (9052299154),ce3c65776d2f4ff24228ded53a2490ef,,dd.mm.yyyy,TBD,2023-9-19,MSS Poll,both,VS10SRT
1134,10.1.2,UE to 0611 Moscow (9037011579),ce134cfa3e93090023129f5268687494,Compact & Cluster,2023-08-21 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1135,10.1.2,UE to 0611 Moscow (9037011579),ce134cfa3e93090023129f5268687494,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1136,10.1.3,UE to 0611 Central Regional (9639749819),09b229848bc2583db2bb2ca3a5ca5e44,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1137,10.1.3,UE to 0611 Central Regional (9639749819),09b229848bc2583db2bb2ca3a5ca5e44,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1138,10.1.4,UE to 0611 Black Earth (9052299708),f43511d45aae9299ed7f59e7ff3c776e,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1139,10.1.4,UE to 0611 Black Earth (9052299708),f43511d45aae9299ed7f59e7ff3c776e,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1140,10.1.5,UE to 0611 South (9034011211),c799442c343933c71c96e217a832abc7,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1141,10.1.5,UE to 0611 South (9034011211),c799442c343933c71c96e217a832abc7,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1142,10.1.6,UE to 0611 Caucas (9612989341),651065aba1df51bc53cd3eb042e13ca4,Compact & Cluster,2022-01-01 00:00:00,,2023-9-19,Traffic,both,VS10SRT
1143,10.1.6,UE to 0611 Caucas (9612989341),651065aba1df51bc53cd3eb042e13ca4,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1144,10.1.7,UE to 0611 Volga (9033829115),da4ad5814a78584832c85043b9977df1,Compact & Cluster,2023-08-21 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1145,10.1.7,UE to 0611 Volga (9033829115),da4ad5814a78584832c85043b9977df1,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1146,10.1.8,UE to 0611 Ural (9033829952),b6a8a684fc2a38576f504e6e0937c3b3,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1147,10.1.8,UE to 0611 Ural (9033829952),b6a8a684fc2a38576f504e6e0937c3b3,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1148,10.1.9,UE to 0611 Siberia (9039336001),1b0f97f973b4fdc62b8d8c40e49b5ac2,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1149,10.1.9,UE to 0611 Siberia (9039336001),1b0f97f973b4fdc62b8d8c40e49b5ac2,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1150,10.1.10,UE to 0611 Far East (9628429499),df7543a6d5af8424ab4dd0198ff54e02,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1151,10.1.10,UE to 0611 Far East (9628429499),df7543a6d5af8424ab4dd0198ff54e02,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1152,10.2.1,CAMEL bypass MT,5661efede40940c457aa3728f4f206e6,Compact & Cluster,2023-08-31 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1153,10.2.2,CAMEL bypass MO+MT,bb046980ec03b9a26e74970a7d26c41c,Compact & Cluster,2023-08-31 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1154,10.2.3,CAMEL bypass STP-SRF,e65bcd16628be8f6c8953d0f855ddaf1,Compact & Cluster,2023-08-31 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1155,10.2.3,CAMEL bypass STP-SRF,e65bcd16628be8f6c8953d0f855ddaf1,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1156,10.2.4,CAMEL bypass Selective,f465875ae06836908e80eba6c412f6e5,Compact & Cluster,2023-08-31 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1157,10.2.5,CAMEL bypass MO+MT+STP-SRF,c8e58135561492e1314a18416b6d0097,Compact & Cluster,2023-08-31 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1158,10.1.1,MSC Selection in MSC Pool ,ce3c65776d2f4ff24228ded53a2490ef,Compact & Cluster,2023-08-21 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1159,10.1.1,MSC Selection in MSC Pool ,ce3c65776d2f4ff24228ded53a2490ef,,dd.mm.yyyy,TBD,2023-9-19,MSS Poll,both,VS10SRT
1160,10.1.2,TMSI Based Routing in MSC Pool ,ce134cfa3e93090023129f5268687494,Compact & Cluster,2023-08-21 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1161,10.1.2,TMSI Based Routing in MSC Pool ,ce134cfa3e93090023129f5268687494,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1162,10.1.3,NRI correct handling when moving between 3G and LTE,09b229848bc2583db2bb2ca3a5ca5e44,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1163,10.1.3,NRI correct handling when moving between 3G and LTE,09b229848bc2583db2bb2ca3a5ca5e44,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1164,10.1.4,Intra MSC Handover to BSC/RNC outside the MSC Pool Area ,f43511d45aae9299ed7f59e7ff3c776e,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1165,10.1.4,Intra MSC Handover to BSC/RNC outside the MSC Pool Area ,f43511d45aae9299ed7f59e7ff3c776e,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1166,10.1.5,Enhancement Support for Non-pool Aware RAN Nodes ,c799442c343933c71c96e217a832abc7,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1167,10.1.5,Enhancement Support for Non-pool Aware RAN Nodes ,c799442c343933c71c96e217a832abc7,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1168,10.1.6,MSC Pool redistribution mechanism,651065aba1df51bc53cd3eb042e13ca4,Compact & Cluster,2022-01-01 00:00:00,,2023-9-19,Traffic,both,VS10SRT
1169,10.1.6,MSC Pool redistribution mechanism,651065aba1df51bc53cd3eb042e13ca4,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1170,10.1.7,CSFB MT call in MSC-in-Pool ,da4ad5814a78584832c85043b9977df1,Compact & Cluster,2023-08-21 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1171,10.1.7,CSFB MT call in MSC-in-Pool ,da4ad5814a78584832c85043b9977df1,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1172,10.1.8,MO Call&SMS Recovery,b6a8a684fc2a38576f504e6e0937c3b3,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1173,10.1.8,MO Call&SMS Recovery,b6a8a684fc2a38576f504e6e0937c3b3,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1174,10.1.9,MO CSFB call recovery,1b0f97f973b4fdc62b8d8c40e49b5ac2,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1175,10.1.9,MO CSFB call recovery,1b0f97f973b4fdc62b8d8c40e49b5ac2,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1176,10.1.10,SMS over SGs MO recovery,df7543a6d5af8424ab4dd0198ff54e02,Compact & Cluster,2023-08-22 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1177,10.1.10,SMS over SGs MO recovery,df7543a6d5af8424ab4dd0198ff54e02,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1178,10.1.11,Dual VLR Registration of EPS Subscriber feature check,c858e7ade9bd4514327a9ff8ed702144,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1179,10.2.3,MT SMS Recovery,e65bcd16628be8f6c8953d0f855ddaf1,Compact & Cluster,2023-08-31 00:00:00,OK,2023-9-19,Traffic,both,VS10SRT
1180,10.2.3,MT SMS Recovery,e65bcd16628be8f6c8953d0f855ddaf1,,01.01.2022,TBD,2023-9-19,MSS Poll,both,VS10SRT
1181,11.1.1,UE to UE transit call,2b9efadbca5339117f89d04fd0ce8f3f,,dd.mm.yyyy,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1182,11.1.2,UE to PLMN transit call,321f5cbc6c1ab6f1a30af3e71653f2be,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1183,11.1.3,PLMN to UE transit call,7836e7f963e78bb7dee238fe76051e62,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1184,11.1.4,UE to PSTN transit call,affdd3b1ad5ba73b63075bd68742737e,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1185,11.1.5,PSTN to UE transit call,25447cac46a357a7b59ea83ce1aadbc9,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1186,11.3.1,Data call from Mobile to Mobile for transit call,ccc7b22b6ebc61c4bcf5ad84b71270db,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1187,11.3.2,Data call from Mobile to PSTN for transit call,0403c41db853beec81b1afbd692a22f4,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1188,11.3.3,Fax call from Mobile to PSTN for transit call,39710915a734dacc5dba2f8e8b964987,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1189,11.3.4,Fax call from PSTN to Mobile for transit call,7a33175b13a534eb1cf54c2370294aa7,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1190,11.4.1,PRBT for incoming transit call,5f4466bb8b431d1795004276179a7d5e,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1191,11.5.1,TPPS local Beeline,571c9da1cdf59a9af1c143c7f356086f,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1192,11.5.2,TPPS local PSTN,55defd81521827e7018997611f7f9c4d,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1193,11.5.3,Call Forwarding Unconditional,d23ba4037073ff470bd5afa56281716a,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1194,11.6.1,"UE to UE call via CMN (no HLR interrogation, no IN triggering)",c3fba2ea342afbe8ce2011a2cdf6a05b,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1195,11.6.2,UE to UE call via CMN (HLR interrogation on CMN),fabb390ef71af5c301c28426c281aac1,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1196,11.6.3,UE to UE call via CMN (IN Triggering on CMN),9670c76a219c6058d5aa6ada4c22fbf7,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1197,11.6.4,UE to PSTN transit call,70d64e720649b3ff79a1e89094136d11,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1198,11.6.5,Call Forwarding Unconditional,01ff1143eb86e9fe67918ccae0423910,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1199,11.6.6,SS invocation during call,1e6d4ef92d1e12d9edc8f9b148e14cb7,,01.01.2022,TBD,2023-9-19,CMN_GMSC,both,VS10SRT
1200,1.1.1,Power check,872ccd9c6dce18ce6ea4d5106540f089,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1201,1.1.2,Power up,522c33efdda0b8dc6ce90c991beb9666,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1202,1.1.3,Local connection to BSP,ad2f981820c1e26b9c95b61832af190a,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1203,1.1.4,Verify BSP Software version,812b7598bbe881cd8e5efaa29fc2d684,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1204,1.1.5,BSP Alarms,75d011862ef65fffc11437b37454ce76,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1205,1.1.6,Check Shelf and Blade Status,7456ee57ea536a24e49fdfb1d56359bf,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1206,1.1.7,Check CMXB configuration,a7145d355d740865df1d9db5e3d5ba30,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1207,1.1.8,Lock/Unlock SCXB board in main shelf with Standby DMXC,91e70420cca54c70994ea3a14cb0553a,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1208,1.1.9,Lock/Unlock SCXB board in main shelf with Active DMXC,3576f9d10c59a69e7c731850cc8b8d7b,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1209,1.1.10,Lock/Unlock Active CMX Board in main shelf,e7e4d9701137fb31a611ebcef3fc5616,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1210,1.1.11,Create BSP Configuration Backup,633956bea4e529251c111fd47c8d6c3d,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1211,1.1.12,Restore node from BSP Configuration Backup,7cac7401e143c0858e706f5349fab9a5,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1212,1.1.13,NTP Server Connection,6e0c5d81f59bef066c2ea2fe22af723e,BSP,01.01.2022,,2023-9-19,BSP,both,VS39MSK
1213,2.1.1,Check HW configuration,9db531902daddabddb83b22e9629f0ad,Compact & Cluster,2023-06-22 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1214,2.1.2,Access to APG43L,9562870d7e8245d03c2ac6055dff735f,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1215,2.1.3,Configuration of IP addresses,6c1f97d67fec3e255c0cb2279cc943de,Compact & Cluster,2023-06-20 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1216,2.1.4,Connection to the node and login,287d1ac6a08490838018a515394ee921,Compact & Cluster,2023-06-22 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1217,2.1.5,Create a temporary troubleshooting user,5fd08c89b5f5fb4807fcec58ae247364,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1218,2.1.6,Serial console connection,73ccd957744dd2396f454d124d02080b,Compact & Cluster,2023-06-22 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1219,2.2.1,Check and Change public IP address,2c837ab2c7cadbdc35b5bd7115e9eff1,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1220,2.2.2,Check APG status,0656d165197f3b22591f6e91f3bb970f,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1221,2.2.3,Check APG date and time,7d30aa8b30a57b85d658fcd54426884a,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1222,2.2.4,Unlock ts_user,f646e5445d3791b94e8b9282903afc4f,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1223,2.2.5,Check APG backup,eb6775d1512159161e78f11c8b83a3a1,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1224,2.2.6,Check system configuration,38a9f108005b63c87f42d9463c3baa8e,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1225,2.2.7,Check APG SW level,22c4368303353afc3da4c37a63ac9c8e,Compact & Cluster,2023-08-08 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1226,2.2.8,Check RAID mirror status,c39014e9fc9434df5300cb3afe6de049,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1227,2.2.9,Check Power Redundancy,9f27e70747bb6f7bd8766a9f2e588c74,Compact & Cluster,2023-06-22 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1228,2.2.10,Check Hardware Configuration Table,c89fba4e40a852bd75925b2631f966af,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1229,2.2.11,Disable insecure protocols,e24fa90fddf5038d12c5823f1a82a241,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1230,2.2.12,Managed Element Identity (Node Name),3b51c3c8bdb7112418e8abecca4f6aaf,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1231,2.3.1,Welcome Message,03e4c32efb63959da9a8150119a167af,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1232,2.3.2,Check CP volumes and create CP files,c2ee74b62870d06b4b4ad6819b9bf142,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1233,2.3.3,Network Surveillance Function (NSF),73fb5c21df0af98eded20765c75ac21d,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1234,2.3.4,License Key File,bb2890f601990168bb49c1c060892de1,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1235,2.3.5,LDAP Configuration,b5a4d71c0a119e86fefee05f6b40066c,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1236,2.3.6,LDAP connectivity verification,e16be4785c3d308a5aba12eb38bad31f,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1237,2.3.7,NTP,08f86f330f8cba76114532e79b0c4620,Compact & Cluster,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1238,2.4.1,APG43L Backup check,12a43319e7db5c6f85c503cdfc9ea34d,Compact & Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1239,3.1.1,Power up / Cold start,d9e15b7599116e38f870d0dc600c08a4,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1240,3.2.1,Test of CP-AP Communication,f2f87b58be0d57ecf71ada8df361a2d9,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1241,3.2.2,Check board configuration,07c01f92f8cc36c71e58a8ad0fb8639d,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1242,3.2.3,Check CP SW Version,594663875f34563eccad2ac626416af8,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1243,3.2.4,Check status on APG,426ac9e16e3278c8e1dfc781fcd77806,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1244,3.2.5,Initial Loading,93dd16f99950312e32f87049a058942e,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1245,3.2.6,Check for CP FAULT ALARM,73dfbb5700b11d1ed0a2816bf9e5b408,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1246,3.2.7,IP Configuration Check,555e87164251252d1a870d3859a52866,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1247,3.2.8,Power cycle test,15ba410bf723c290f02d15bb11cb5589,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1248,3.2.9,MSC Tenants check for Multi-application MSC,47d00337b63e5813209cc10b972ffa34,Cluster,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1249,3.3.1,Make CP backup,1dd785e1de9a32e236b624ae268bb803,Compact,2022-01-01 00:00:00,,2023-9-19,HW+MW,both,VS39MSK
1250,4.1.1,Hardware Configuration Check,737ea9953b21c4ffabc349e9b20f3b4b,Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1251,4.1.2,Check CP Volumes and CP Files on AP1,e665caf5a91ebe9e287226a3dade0d69,Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1252,4.1.3,Check APZ Middleware,2394c9ffd5558f411ffdc3326e9a8962,Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1253,4.1.4,Boot Start of the Dual CPs for SPXs,a8ae891fee3f029670061a690b906444,Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1254,4.1.5,Boot Start of Cluster CPs,8e54c4eba7a11ffaf30122b9de464a1f,Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1255,4.1.6,Test the AP-CP Communication,0530238aab3276cdca8e60a23cfe914e,Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1256,4.1.7,Transfer MAS Dump to AP1,99c7573d6c7ef89bf2b3047d9a77e2fa,Cluster,2023-06-19 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1257,4.1.8,Initial Loading and Application Startup of Dual CPs,dedd978ae5fb3a373069b1e3fc92b8fd,Cluster,2023-06-20 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1258,4.1.9,Initial Loading and Application Startup of Cluster CPs,604453858cb7940492f90684752e14dd,Cluster,2023-06-20 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1259,4.1.10,Test the AP-IPLB Communication,55be864f009e5d8a5b3eefb11881f86a,Cluster,2023-06-20 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1260,4.1.11,Lock/Unlock IPLB,4501c31d4aabf710b9f7f86fc72eb2be,Cluster,2023-07-31 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1261,4.1.12,Lock/Unlock SPX,0895c2f3dbcff8e891937671d1a93c93,Cluster,2023-07-31 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1262,4.2.1,"Blade Restart, Large",65bf9cb61d2ad5d51ddbf22319311dc3,Cluster,2023-08-03 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1263,4.2.2,Blade Reload,7f71c290ad26c3eb3e08fdd438379022,Cluster,2023-08-03 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
1264,4.2.3,Forced Reconfiguration (Blade taken out of Quorum),e5544c9f2c558bb7b6f240d0416162f6,Cluster,2023-08-03 00:00:00,OK,2023-9-19,HW+MW,both,VS39MSK
